date,    jday, time,   Leaves, MaturLvs,  Dropped,LA/pl,   LA_dead, LAI,    RH,     LeafWP, PFD,    SolRad, SoilT,  Tair,   Tcan,   ETdmd,     ETsply,    Pn,  Pg,     Respir,   av_gs,  VPD,     Nitr,     N_Dem,    NUpt,     LeafN,    PCRL,     totalDM,shootDM,earDM,  TotleafDM,DrpLfDM,  stemDM, rootDM, SoilRt, MxRtDep,AvailW, solubleC,Note     
04/06/1964, 23473,      10,    0.00,       0,       0,     0.00,     0.00,    0.00,   95.69, -0.0500,    0.00,  485.00,    5.14,   -1.10,    5.14,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      11,    0.00,       0,       0,     0.00,     0.00,    0.00,   98.00, -0.0500,    0.00,  556.00,    5.52,   -1.10,    5.52,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      12,    0.00,       0,       0,     0.00,     0.00,    0.00,   98.00, -0.0500,    0.00,  482.00,    6.27,   -1.10,    6.27,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      13,    0.00,       0,       0,     0.00,     0.00,    0.00,   98.00, -0.0500,    0.00,  448.00,    6.25,   -1.70,    6.25,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      14,    0.00,       0,       0,     0.00,     0.00,    0.00,   98.00, -0.0500,    0.00,  370.00,    6.11,   -1.10,    6.11,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      15,    0.00,       0,       0,     0.00,     0.00,    0.00,   95.69, -0.0500,    0.00,  258.00,    7.07,   -1.10,    7.07,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      16,    0.00,       0,       0,     0.00,     0.00,    0.00,   95.69, -0.0500,    0.00,  140.00,    5.65,   -1.10,    5.65,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      17,    0.00,       0,       0,     0.00,     0.00,    0.00,   92.26, -0.0500,    0.00,   40.00,    4.39,   -0.60,    4.39,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      18,    0.00,       0,       0,     0.00,     0.00,    0.00,   92.29, -0.0500,    0.00,    0.00,    3.57,    0.00,    3.57,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      19,    0.00,       0,       0,     0.00,     0.00,    0.00,   91.65, -0.0500,    0.00,    0.00,    3.25,    0.60,    3.25,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      20,    0.00,       0,       0,     0.00,     0.00,    0.00,   91.65, -0.0500,    0.00,    0.00,    3.12,    0.60,    3.12,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      21,    0.00,       0,       0,     0.00,     0.00,    0.00,   85.23, -0.0500,    0.00,    0.00,    2.97,    1.10,    2.97,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      22,    0.00,       0,       0,     0.00,     0.00,    0.00,   88.36, -0.0500,    0.00,    0.00,    2.96,    0.60,    2.96,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/06/1964, 23473,      23,    0.00,       0,       0,     0.00,     0.00,    0.00,   85.23, -0.0500,    0.00,    0.00,    2.76,    1.10,    2.76,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       0,    0.00,       0,       0,     0.00,     0.00,    0.00,   91.65, -0.0500,    0.00,    0.00,    2.72,    0.60,    2.72,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       1,    0.00,       0,       0,     0.00,     0.00,    0.00,   88.36, -0.0500,    0.00,    0.00,    2.54,    0.60,    2.54,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       2,    0.00,       0,       0,     0.00,     0.00,    0.00,   75.20, -0.0500,    0.00,    0.00,    2.36,    1.10,    2.36,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       3,    0.00,       0,       0,     0.00,     0.00,    0.00,   85.12, -0.0500,    0.00,    0.00,    2.41,    0.00,    2.41,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       4,    0.00,       0,       0,     0.00,     0.00,    0.00,   75.02, -0.0500,    0.00,    0.00,    2.13,    0.00,    2.13,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       5,    0.00,       0,       0,     0.00,     0.00,    0.00,   66.14, -0.0500,  102.25,   39.00,    2.00,    0.60,    2.00,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       6,    0.00,       0,       0,     0.00,     0.00,    0.00,   78.46, -0.0500,  323.57,  135.00,    1.92,    0.00,    1.92,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       7,    0.00,       0,       0,     0.00,     0.00,    0.00,   81.96, -0.0500,  769.53,  333.00,    2.30,   -0.60,    2.30,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       8,    0.00,       0,       0,     0.00,     0.00,    0.00,   81.29, -0.0500, 1369.46,  601.00,    4.48,   -1.10,    4.48,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,       9,    0.00,       0,       0,     0.00,     0.00,    0.00,   81.83, -0.0500, 1858.13,  821.00,    7.44,   -1.70,    7.44,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      10,    0.00,       0,       0,     0.00,     0.00,    0.00,   81.16, -0.0500, 1134.50,  503.00,   11.65,   -2.20,   11.65,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      11,    0.00,       0,       0,     0.00,     0.00,    0.00,   77.56, -0.0500, 2121.49,  942.00,    8.62,   -2.20,    8.62,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      12,    0.00,       0,       0,     0.00,     0.00,    0.00,   84.84, -0.0500, 1164.34,  517.00,   10.66,   -2.80,   10.66,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      13,    0.00,       0,       0,     0.00,     0.00,    0.00,   92.08, -0.0500,  744.30,  330.00,    8.63,   -3.90,    8.63,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      14,    0.00,       0,       0,     0.00,     0.00,    0.00,   68.47, -0.0500,  921.14,  407.00,    7.60,   -3.30,    7.60,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      15,    0.00,       0,       0,     0.00,     0.00,    0.00,   62.98, -0.0500,  617.51,  271.00,    8.20,   -2.80,    8.20,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      16,    0.00,       0,       0,     0.00,     0.00,    0.00,   60.82, -0.0500,  462.18,  200.00,    6.43,   -1.70,    6.43,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      17,    0.00,       0,       0,     0.00,     0.00,    0.00,   46.92, -0.0500,  112.65,   47.00,    5.38,   -0.60,    5.38,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      18,    0.00,       0,       0,     0.00,     0.00,    0.00,   53.72, -0.0500,    0.00,    0.00,    4.23,    0.00,    4.23,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      19,    0.00,       0,       0,     0.00,     0.00,    0.00,   36.55, -0.0500,    0.00,    0.00,    3.80,    1.10,    3.80,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      20,    0.00,       0,       0,     0.00,     0.00,    0.00,   36.84, -0.0500,    0.00,    0.00,    3.57,    2.20,    3.57,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      21,    0.00,       0,       0,     0.00,     0.00,    0.00,   43.63, -0.0500,    0.00,    0.00,    3.46,    1.70,    3.46,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      22,    0.00,       0,       0,     0.00,     0.00,    0.00,   40.17, -0.0500,    0.00,    0.00,    3.32,    2.20,    3.32,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/07/1964, 23474,      23,    0.00,       0,       0,     0.00,     0.00,    0.00,   39.59, -0.0500,    0.00,    0.00,    3.17,    0.00,    3.17,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       0,    0.00,       0,       0,     0.00,     0.00,    0.00,   45.11, -0.0500,    0.00,    0.00,    2.68,   -0.60,    2.68,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       1,    0.00,       0,       0,     0.00,     0.00,    0.00,   44.82, -0.0500,    0.00,    0.00,    2.32,   -1.70,    2.32,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       2,    0.00,       0,       0,     0.00,     0.00,    0.00,   48.10, -0.0500,    0.00,    0.00,    1.84,   -3.30,    1.84,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       3,    0.00,       0,       0,     0.00,     0.00,    0.00,   50.46, -0.0500,    0.00,    0.00,    1.22,   -3.30,    1.22,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       4,    0.00,       0,       0,     0.00,     0.00,    0.00,   62.39, -0.0500,    0.00,    0.00,    0.88,   -5.60,    0.88,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       5,    0.00,       0,       0,     0.00,     0.00,    0.00,   71.31, -0.0500,  144.17,   55.00,    0.16,   -5.60,    0.16,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       6,    0.00,       0,       0,     0.00,     0.00,    0.00,   71.41, -0.0500,  595.99,  253.00,   -0.20,   -5.00,    0.00,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       7,    0.00,       0,       0,     0.00,     0.00,    0.00,   74.72, -0.0500, 1098.70,  487.00,    0.58,   -5.60,    0.58,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       8,    0.00,       0,       0,     0.00,     0.00,    0.00,   74.72, -0.0500, 1541.68,  695.00,    2.27,   -5.60,    2.27,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,       9,    0.00,       0,       0,     0.00,     0.00,    0.00,   80.67, -0.0500, 1903.12,  865.00,    4.37,   -6.10,    4.37,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,      10,    0.00,       0,       0,     0.00,     0.00,    0.00,   77.60, -0.0500, 1441.64,  658.00,    6.51,   -6.10,    6.51,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,      11,    0.00,       0,       0,     0.00,     0.00,    0.00,   83.61, -0.0500, 2202.30, 1007.00,    6.14,   -8.30,    6.14,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,      12,    0.00,       0,       0,     0.00,     0.00,    0.00,   84.39, -0.0500, 1959.54,  896.00,    8.74,   -7.20,    8.74,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,      13,    0.00,       0,       0,     0.00,     0.00,    0.00,   80.46, -0.0500,  880.76,  402.00,    9.15,   -7.80,    9.15,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,      14,    0.00,       0,       0,     0.00,     0.00,    0.00,   74.41, -0.0500,  877.85,  399.00,    5.96,   -3.90,    5.96,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,      15,    0.00,       0,       0,     0.00,     0.00,    0.00,   58.70, -0.0500,  652.16,  294.00,    5.60,    1.10,    5.60,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
04/08/1964, 23475,      16,    0.00,       0,       0,     0.00,     0.00,    0.00,   57.02, -0.0500,  397.07,  176.00,    5.46,    3.30,    5.46,     0.000,     0.000,  0.0000,  0.0000,  0.0000,  0.0000,    0.000,    0.0094,    0.0000,    0.0000,    0.0075,    0.0000,   0.275,   0.165,    0.00,    0.15,    0.00,    0.02,   0.110,   0.000,     0.0,       0.000,    0.00,              "none"
