IOWA_01O1P1S1,  daily weather data
JDay   Date       Rad     Tmax Tmin rain  Wind    CO2
145	"05/24/1980"	18.995	18.500	6.200	22.100	17.64	370.0
146	"05/25/1980"	15.355	26.000	16.600	5.400	0	370.0
147	"05/26/1980"	21.589	20.500	10.300	0.000	3.24	370.0
148	"05/27/1980"	22.092	18.400	2.400	1.200	10.44	370.0
149	"05/28/1980"	13.180	28.500	14.500	18.700	26.64	370.0
150	"05/29/1980"	21.882	33.000	9.400	0.000	19.8	370.0
151	"05/30/1980"	17.196	16.500	13.800	0.300	12.6	370.0
152	"05/31/1980"	26.359	16.300	3.400	1.800	9.72	370.0
153	"06/01/1980"	22.510	25.800	10.200	2.400	7.2	370.0
154	"06/02/1980"	19.497	28.200	19.900	34.700	17.28	370.0
155	"06/03/1980"	18.619	25.900	16.100	0.000	12.24	370.0
156	"06/04/1980"	26.778	30.200	16.100	0.000	6.84	370.0
157	"06/05/1980"	21.882	28.600	19.500	0.000	5.76	370.0
158	"06/06/1980"	22.677	30.500	22.600	0.000	21.6	370.0
159	"06/07/1980"	25.857	36.100	16.800	0.000	41.04	370.0
160	"06/08/1980"	25.815	28.300	4.100	0.000	17.64	370.0
161	"06/09/1980"	31.589	25.400	12.300	8.000	0	370.0
162	"06/10/1980"	23.263	24.000	15.000	0.000	12.96	370.0
163	"06/11/1980"	23.598	23.900	13.200	0.000	8.64	370.0
164	"06/12/1980"	6.945	26.700	17.300	18.900	23.76	370.0
165	"06/13/1980"	14.979	25.900	8.500	3.000	14.4	370.0
166	"06/14/1980"	25.732	24.800	12.600	0.000	10.8	370.0
167	"06/15/1980"	21.966	25.700	18.700	0.000	9.36	370.0
168	"06/16/1980"	27.112	33.800	15.100	0.900	15.84	370.0
169	"06/17/1980"	17.489	27.700	17.600	0.000	16.92	370.0
170	"06/18/1980"	19.832	32.300	8.200	0.000	6.12	370.0
171	"06/19/1980"	26.527	28.000	19.700	0.000	9.72	370.0
172	"06/20/1980"	20.125	33.000	15.300	0.000	6.84	370.0
173	"06/21/1980"	24.225	23.900	17.200	0.000	22.68	370.0
174	"06/22/1980"	25.564	31.800	13.400	0.000	0	370.0
175	"06/23/1980"	21.171	38.800	19.300	0.000	0	370.0
176	"06/24/1980"	23.096	27.800	14.400	0.000	4.68	370.0
177	"06/25/1980"	21.757	32.200	20.800	6.000	18	370.0
178	"06/26/1980"	13.138	28.200	19.900	0.000	0	370.0
179	"06/27/1980"	25.146	25.500	13.100	0.000	13.32	370.0
180	"06/28/1980"	22.217	31.700	10.800	13.300	11.52	370.0
181	"06/29/1980"	30.418	28.800	13.600	0.000	7.92	370.0
182	"06/30/1980"	20.209	26.800	12.100	0.000	11.52	370.0
183	"07/01/1980"	13.305	34.700	15.100	0.000	0	370.0
184	"07/02/1980"	19.665	31.800	22.600	0.300	11.52	370.0
185	"07/03/1980"	22.677	30.300	17.900	0.000	17.28	370.0
186	"07/04/1980"	17.698	25.500	23.400	3.000	7.2	370.0
187	"07/05/1980"	15.564	33.500	19.000	0.000	17.64	370.0
188	"07/06/1980"	18.702	27.400	17.800	0.000	0	370.0
189	"07/07/1980"	14.016	32.900	16.900	0.000	14.76	370.0
190	"07/08/1980"	18.828	30.000	20.000	0.000	13.68	370.0
191	"07/09/1980"	23.054	32.800	18.600	0.000	0	370.0
192	"07/10/1980"	21.297	31.800	19.900	0.000	15.48	370.0
193	"07/11/1980"	22.552	24.200	18.200	8.000	5.04	370.0
194	"07/12/1980"	8.870	31.100	15.600	8.700	12.24	370.0
195	"07/13/1980"	24.811	32.600	19.700	7.500	4.68	370.0
196	"07/14/1980"	28.200	29.100	20.000	0.000	0	370.0
197	"07/15/1980"	16.610	29.800	17.700	8.200	19.08	370.0
198	"07/16/1980"	15.606	33.200	12.800	0.000	16.2	370.0
199	"07/17/1980"	20.836	30.600	19.100	0.000	28.44	370.0
200	"07/18/1980"	13.054	31.800	23.300	0.000	15.12	370.0
201	"07/19/1980"	14.100	29.800	11.700	0.000	12.96	370.0
202	"07/20/1980"	25.899	35.200	18.900	0.000	13.32	370.0
203	"07/21/1980"	21.297	35.800	15.900	29.400	10.8	370.0
204	"07/22/1980"	22.133	36.800	13.700	17.800	28.08	370.0
205	"07/23/1980"	19.121	29.300	21.400	0.000	0.36	370.0
206	"07/24/1980"	15.439	27.400	24.800	0.000	10.08	370.0
207	"07/25/1980"	25.606	32.500	10.600	0.000	18.72	370.0
208	"07/26/1980"	19.623	26.100	17.000	0.000	10.44	370.0
209	"07/27/1980"	27.531	33.500	18.300	40.100	18	370.0
210	"07/28/1980"	20.251	36.100	22.100	0.000	0	370.0
211	"07/29/1980"	11.506	29.200	12.400	0.000	11.88	370.0
212	"07/30/1980"	14.518	28.700	14.700	0.000	8.64	370.0
213	"07/31/1980"	24.602	27.800	14.800	7.400	6.84	370.0
214	"08/01/1980"	20.920	28.900	18.700	14.500	0	370.0
215	"08/02/1980"	13.849	34.600	11.600	26.100	7.92	370.0
216	"08/03/1980"	13.012	37.600	20.300	45.200	24.84	370.0
217	"08/04/1980"	12.468	29.500	16.200	0.000	11.16	370.0
218	"08/05/1980"	14.226	24.900	11.900	0.300	0	370.0
219	"08/06/1980"	23.723	27.400	14.700	0.000	12.24	370.0
220	"08/07/1980"	17.866	25.600	21.700	0.000	7.2	370.0
221	"08/08/1980"	22.803	26.000	16.200	0.000	15.12	370.0
222	"08/09/1980"	23.723	27.600	16.300	0.000	15.12	370.0
223	"08/10/1980"	13.933	29.500	17.900	0.000	12.6	370.0
224	"08/11/1980"	17.489	24.100	10.400	0.000	12.24	370.0
225	"08/12/1980"	25.020	26.800	14.100	0.000	8.64	370.0
226	"08/13/1980"	18.912	29.800	18.900	0.000	8.28	370.0
227	"08/14/1980"	16.820	27.600	15.000	0.000	0	370.0
228	"08/15/1980"	18.075	25.700	17.400	6.200	12.96	370.0
229	"08/16/1980"	11.213	32.400	18.700	0.000	14.04	370.0
230	"08/17/1980"	13.221	34.600	15.800	20.500	5.4	370.0
231	"08/18/1980"	17.405	28.300	21.200	8.000	19.8	370.0
232	"08/19/1980"	15.690	26.000	8.800	0.000	0	370.0
233	"08/20/1980"	18.828	34.500	18.800	0.000	11.52	370.0
234	"08/21/1980"	25.899	29.200	10.000	7.200	9	370.0
235	"08/22/1980"	23.472	32.200	14.100	12.000	13.68	370.0
236	"08/23/1980"	10.920	28.800	19.400	0.000	12.24	370.0
237	"08/24/1980"	24.811	32.600	22.300	11.700	0	370.0
238	"08/25/1980"	19.916	29.600	16.200	0.000	12.24	370.0
239	"08/26/1980"	20.167	30.800	19.800	0.000	12.24	370.0
240	"08/27/1980"	20.920	31.200	15.000	0.300	15.84	370.0
241	"08/28/1980"	17.405	30.500	19.700	0.300	16.2	370.0
242	"08/29/1980"	21.338	31.300	14.700	16.400	14.04	370.0
243	"08/30/1980"	12.175	21.000	19.500	0.000	9.72	370.0
244	"08/31/1980"	18.870	28.200	11.700	0.000	7.92	370.0
245	"09/01/1980"	20.711	22.300	7.300	0.000	25.56	370.0
246	"09/02/1980"	14.016	28.400	17.900	1.200	14.76	370.0
247	"09/03/1980"	16.903	19.400	7.100	0.000	9.72	370.0
248	"09/04/1980"	12.552	30.800	7.600	0.000	0	370.0
249	"09/05/1980"	16.820	26.900	12.900	0.000	7.2	370.0
250	"09/06/1980"	14.937	22.500	11.200	0.000	15.84	370.0
251	"09/07/1980"	18.954	29.300	3.800	0.500	13.32	370.0
252	"09/08/1980"	8.075	33.100	11.400	0.000	0	370.0
253	"09/09/1980"	18.242	27.400	11.900	0.400	23.4	370.0
254	"09/10/1980"	7.573	24.000	14.500	0.600	9.72	370.0
255	"09/11/1980"	11.004	28.900	9.300	7.100	7.56	370.0
256	"09/12/1980"	15.816	23.200	18.100	0.000	0	370.0
257	"09/13/1980"	12.929	27.000	24.600	0.000	9	370.0
258	"09/14/1980"	12.050	20.900	10.500	0.000	9.36	370.0
259	"09/15/1980"	9.791	25.700	17.700	1.000	16.2	370.0
260	"09/16/1980"	16.987	19.200	13.900	16.200	12.24	370.0
261	"09/17/1980"	21.255	28.600	11.000	0.000	12.6	370.0
262	"09/18/1980"	20.167	16.600	11.100	0.000	4.32	370.0
263	"09/19/1980"	16.192	21.600	8.100	0.000	9.36	370.0
264	"09/20/1980"	14.644	30.500	15.300	0.000	23.76	370.0
265	"09/21/1980"	13.263	27.700	17.300	0.000	0	370.0
266	"09/22/1980"	16.318	30.400	9.600	7.900	23.76	370.0
267	"09/23/1980"	19.372	29.600	16.800	0.000	0	370.0
268	"09/24/1980"	12.929	24.200	15.900	0.000	11.16	370.0
269	"09/25/1980"	11.213	18.500	9.000	32.900	6.84	370.0
270	"09/26/1980"	16.736	29.400	8.900	0.000	19.8	370.0
271	"09/27/1980"	17.405	27.700	16.000	2.400	27	370.0
272	"09/28/1980"	18.200	17.000	10.100	0.000	19.8	370.0
273	"09/29/1980"	16.862	30.100	4.100	0.000	23.76	370.0
274	"09/30/1980"	12.636	15.000	13.500	0.000	11.52	370.0
275	"10/01/1980"	6.736	13.600	7.800	0.000	15.12	370.0
276	"10/02/1980"	11.715	15.600	3.900	0.300	22.68	370.0
277	"10/03/1980"	15.188	20.500	-1.900	0.000	11.88	370.0
278	"10/04/1980"	5.272	13.200	4.400	0.000	14.76	370.0
279	"10/05/1980"	8.619	21.100	10.000	0.000	0	370.0
280	"10/06/1980"	8.661	26.400	4.800	0.000	13.32	370.0
281	"10/07/1980"	13.096	24.500	3.200	0.000	18	370.0
282	"10/08/1980"	6.192	20.900	1.700	0.000	25.92	370.0
283	"10/09/1980"	7.991	16.000	3.600	0.000	0	370.0
284	"10/10/1980"	10.418	24.100	14.000	0.000	11.52	370.0
285	"10/11/1980"	10.669	18.200	-4.600	0.000	37.08	370.0
286	"10/12/1980"	11.924	22.000	12.500	0.000	9	370.0
287	"10/13/1980"	9.665	23.000	11.900	1.100	12.6	370.0
288	"10/14/1980"	14.728	33.100	0.100	0.400	16.92	370.0
289	"10/15/1980"	10.627	18.300	-1.100	0.000	17.28	370.0
290	"10/16/1980"	8.284	12.400	2.200	0.000	36	370.0
291	"10/17/1980"	14.602	22.000	13.200	0.000	0.36	370.0
292	"10/18/1980"	10.837	15.700	4.600	3.700	8.28	370.0
293	"10/19/1980"	11.883	13.400	3.900	4.600	5.04	370.0
294	"10/20/1980"	12.385	23.800	10.200	28.700	0	370.0
295	"10/21/1980"	11.715	21.500	11.200	30.700	0	370.0
296	"10/22/1980"	10.544	8.500	5.100	0.000	10.08	370.0
297	"10/23/1980"	13.138	16.000	9.700	0.000	7.56	370.0
298	"10/24/1980"	10.837	16.900	15.900	0.000	9	370.0
299	"10/25/1980"	12.719	22.500	6.800	0.000	22.68	370.0
